site_id,latitude,longitude,State Code,County Code,Site Number,Elevation,Land Use,Location Setting,Met Site Distance,Met Site Direction,GMT Offset,Owning Agency,Local Site Name,Zip Code,State Name,County Name,City Name
04_13_3002,33.45797,-112.04659,04,13,3002,339.0,RESIDENTIAL,URBAN AND CENTER CITY,,,-7,Maricopa County Air Quality ,CENTRAL PHOENIX,85006.0,Arizona,Maricopa,Phoenix
04_13_3003,33.47968,-111.91721000000001,04,13,3003,368.0,RESIDENTIAL,SUBURBAN,,,-7,Maricopa County Air Quality ,SOUTH SCOTTSDALE,85257.0,Arizona,Maricopa,Scottsdale
04_13_3004,33.469766,-111.96708999999998,04,13,3004,0.0,COMMERCIAL,SUBURBAN,,,-7,Maricopa County Air Quality ,NATIONAL GUARD HQ-CO DEPT OF EMERGENCY MANAGEMENT-N 52ND & MCDOWELL,,Arizona,Maricopa,Phoenix
04_13_3005,33.360605,-111.769304,04,13,3005,0.0,RESIDENTIAL,SUBURBAN,,,-7,Maricopa County Air Quality ,WATER TREATMENT PLANT-LINDSEY RD NEAR GUADALUPE RD,,Arizona,Maricopa,Gilbert
04_13_3006,33.474486,-112.19293,04,13,3006,0.0,RESIDENTIAL,SUBURBAN,,,-7,Maricopa County Air Quality ,MARYVALE-POLICE STN-ENCANTO BLVD NEAR 59TH AVE,,Arizona,Maricopa,Phoenix
04_13_3007,33.417821999999994,-112.104872,04,13,3007,0.0,INDUSTRIAL,SUBURBAN,,,-7,Maricopa County Air Quality ,SALT RIVER SERVICE CENTER-CITY EQUIPMENT SERVICE YARD,,Arizona,Maricopa,Phoenix
04_13_3009,33.301716,-111.892918,04,13,3009,0.0,INDUSTRIAL,SUBURBAN,,,-7,Maricopa County Air Quality ,WEST CHANDLER-FIRE STN-PRICE RD & CHANDLER BLVD,,Arizona,Maricopa,Chandler
04_13_3010,33.46093,-112.11748,04,13,3010,325.0,RESIDENTIAL,SUBURBAN,,,-7,Maricopa County Air Quality ,GREENWOOD,85009.0,Arizona,Maricopa,Phoenix
04_13_4001,33.430602,-111.823752,04,13,4001,382.0,RESIDENTIAL,SUBURBAN,,,-7,Maricopa County Air Quality ,,,Arizona,Maricopa,Mesa
04_13_4002,33.481988,-111.9432,04,13,4002,385.0,RESIDENTIAL,SUBURBAN,,,-7,Maricopa County Air Quality ,,,Arizona,Maricopa,Scottsdale
04_13_4003,33.40314,-112.07526000000001,04,13,4003,326.0,RESIDENTIAL,URBAN AND CENTER CITY,,,-7,Maricopa County Air Quality ,SOUTH PHOENIX,85041.0,Arizona,Maricopa,Phoenix
04_13_4004,33.29896,-111.88426000000001,04,13,4004,366.0,RESIDENTIAL,SUBURBAN,,,-7,Maricopa County Air Quality ,WEST CHANDLER,85224.0,Arizona,Maricopa,Chandler
04_13_4005,33.411229999999996,-111.93471000000001,04,13,4005,352.0,RESIDENTIAL,URBAN AND CENTER CITY,,,-7,Maricopa County Air Quality ,TEMPE,85281.0,Arizona,Maricopa,Tempe
04_13_4006,33.30995,-111.72003000000001,04,13,4006,391.0,INDUSTRIAL,SUBURBAN,,,-7,Maricopa County Air Quality ,HIGLEY,85295.0,Arizona,Maricopa,Gilbert
04_13_4007,33.655,-112.3855,04,13,4007,0.0,AGRICULTURAL,RURAL,2000.0,,-7,Maricopa County Air Quality ,SEASONAL SITE,,Arizona,Maricopa,Surprise
04_13_4008,33.821690000000004,-112.01726000000001,04,13,4008,587.0,RESIDENTIAL,RURAL,,,-7,Maricopa County Air Quality ,CAVE CREEK,85331.0,Arizona,Maricopa,Cave Creek
04_13_4009,33.40635,-112.14426,04,13,4009,318.0,INDUSTRIAL,URBAN AND CENTER CITY,,,-7,Maricopa County Air Quality ,WEST 43RD AVENUE,85043.0,Arizona,Maricopa,Phoenix
04_13_4010,33.63718,-112.34185,04,13,4010,359.0,COMMERCIAL,SUBURBAN,,,-7,Maricopa County Air Quality ,DYSART,85374.0,Arizona,Maricopa,Surprise
04_13_4011,33.36985,-112.62068000000001,04,13,4011,258.0,AGRICULTURAL,RURAL,,,-7,Maricopa County Air Quality ,BUCKEYE,85326.0,Arizona,Maricopa,Buckeye
04_13_4014,33.66628,-112.31042,04,13,4014,359.0,COMMERCIAL,SUBURBAN,4400.0,SW,-7,Maricopa County Air Quality ,COYOTE LAKES,85373.0,Arizona,Maricopa,Surprise
04_13_4015,33.4133,-112.02093,04,13,4015,341.0,COMMERCIAL,URBAN AND CENTER CITY,,,-7,Maricopa County Air Quality ,FISHER #1,85040.0,Arizona,Maricopa,Phoenix
04_13_4016,33.68719,-112.29416,04,13,4016,386.0,RESIDENTIAL,SUBURBAN,,,-7,Maricopa County Air Quality ,Zuni Hills,85373.0,Arizona,Maricopa,Not in a City
04_13_4017,33.684509999999996,-112.08633999999999,04,13,4017,449.0,COMMERCIAL,SUBURBAN,,,-7,Maricopa County Air Quality ,,85027.0,Arizona,Maricopa,Phoenix
04_13_4018,33.684490000000004,-112.08633,04,13,4018,450.5,INDUSTRIAL,SUBURBAN,23000.0,SSW,-7,Maricopa County Air Quality ,Deer Valley,85027.0,Arizona,Maricopa,Phoenix
04_13_4019,33.396229999999996,-111.96798999999999,04,13,4019,354.0,COMMERCIAL,URBAN AND CENTER CITY,,,-7,Maricopa County Air Quality ,Diablo,85282.0,Arizona,Maricopa,Tempe
04_13_4020,33.461729999999996,-112.12796000000002,04,13,4020,326.0,RESIDENTIAL,URBAN AND CENTER CITY,,,-7,Maricopa County Air Quality ,Thirty-Third,85009.0,Arizona,Maricopa,Phoenix
04_13_4021,33.41046,-112.00263999999999,04,13,4021,354.0,COMMERCIAL,URBAN AND CENTER CITY,,,-7,Maricopa County Air Quality ,,,Arizona,Maricopa,Phoenix
04_13_5001,33.629207,-112.045149,04,13,5001,487.0,RESIDENTIAL,SUBURBAN,,,-7,Maricopa County Air Quality ,,,Arizona,Maricopa,Paradise Valley
04_13_5002,33.608371999999996,-112.284047,04,13,5002,352.0,RESIDENTIAL,SUBURBAN,,,-7,Maricopa County Air Quality ,,,Arizona,Maricopa,Sun City
04_13_5100,33.629246,-111.676928,04,13,5100,435.23,AGRICULTURAL,SUBURBAN,,,-7,"Fort McDowell Yavapai Nation, AZ",Fort McDowell/Yuma Frank,85264.0,Arizona,Maricopa,Fort McDowell
04_13_6001,33.44702,-112.072115,04,13,6001,360.0,INDUSTRIAL,URBAN AND CENTER CITY,,,-7,Maricopa County Air Quality ,,85004.0,Arizona,Maricopa,Phoenix
04_13_7001,33.489488,-111.923478,04,13,7001,379.0,RESIDENTIAL,SUBURBAN,,,-7,Maricopa County Air Quality ,,,Arizona,Maricopa,Scottsdale
04_13_7002,33.314926,-112.163055,04,13,7002,338.0,RESIDENTIAL,RURAL,,,-7,"Gila River Indian Community of Gila River Indian Reservation, AZ",,,Arizona,Maricopa,Not in a City
04_13_7003,33.290229,-112.160597,04,13,7003,326.0,RESIDENTIAL,RURAL,,,-7,"Gila River Indian Community of Gila River Indian Reservation, AZ",St Johns Air Monitoring Site,85339.0,Arizona,Maricopa,Not in a City
04_13_7020,33.488131,-111.855443,04,13,7020,377.0,RESIDENTIAL,RURAL,3.0,E,-7,"Salt River Pima-Maricopa Indian Community of Salt River Reservation, AZ",Senior Center Air Monitoring Station,85256.0,Arizona,Maricopa,Scottsdale
04_13_7021,33.507992,-111.755334,04,13,7021,394.0,DESERT,RURAL,,,-7,"Salt River Pima-Maricopa Indian Community of Salt River Reservation, AZ",Red Mountain Air Monitoring Station,85256.0,Arizona,Maricopa,Scottsdale
04_13_7022,33.474609,-111.805769,04,13,7022,412.0,RESIDENTIAL,RURAL,,,-7,"Salt River Pima-Maricopa Indian Community of Salt River Reservation, AZ",Lehi Air Monitoring Station,85203.0,Arizona,Maricopa,Mesa
04_13_7023,33.50761,-111.83318,04,13,7023,412.0,RESIDENTIAL,RURAL,,,-7,"Salt River Pima-Maricopa Indian Community of Salt River Reservation, AZ",,,Arizona,Maricopa,Scottsdale
04_13_7024,33.508125,-111.83851999999999,04,13,7024,366.0,RESIDENTIAL,RURAL,,,-7,"Salt River Pima-Maricopa Indian Community of Salt River Reservation, AZ",High School Air Monitoring Station,85256.0,Arizona,Maricopa,Scottsdale
04_13_8001,33.637013,-112.292401,04,13,8001,358.0,RESIDENTIAL,SUBURBAN,,,-7,Maricopa County Air Quality ,,85351.0,Arizona,Maricopa,Sun City
04_13_8005,33.383333,-112.372777,04,13,8005,277.0,RESIDENTIAL,RURAL,,,-7,Arizona Department Of Environmental Quality,ESTRELLA PM2.5 1 HOUR NEPH,85338.0,Arizona,Maricopa,Goodyear (Litchfield)
04_13_8006,33.4349,-112.09299999999999,04,13,8006,325.0,RESIDENTIAL,URBAN AND CENTER CITY,,,-7,Arizona Department Of Environmental Quality,BETHUNE ELEMENTARY SCHOOL,85007.0,Arizona,Maricopa,Phoenix
04_13_9508,33.9828,-111.79871000000001,04,13,9508,1582.0,FOREST,RURAL,,,-7,Maricopa County Air Quality ,HUMBOLDT MOUNTAIN,199.0,Arizona,Maricopa,Not in a City
04_13_9604,33.68125,-112.20576399999999,04,13,9604,0.0,RESIDENTIAL,SUBURBAN,10.0,,-7,Maricopa County Air Quality ,ARROWHEAD-FIRE STN-DEER VALLEY RD NEAR 67TH AVE,,Arizona,Maricopa,Peoria
04_13_9612,33.970308,-112.730733,04,13,9612,0.0,COMMERCIAL,SUBURBAN,,,-7,Maricopa County Air Quality ,WICKENBURG SHERIFF STATION,,Arizona,Maricopa,Wickenburg
04_13_9701,33.905278,-111.41,04,13,9701,2173.0,FOREST,RURAL,10.0,,-7,Arizona Department Of Environmental Quality,MOUNT ORD,85541.0,Arizona,Maricopa,Mount Ord
04_13_9702,33.54558,-111.60972,04,13,9702,436.0,DESERT,RURAL,10.0,,-7,Maricopa County Air Quality ,BLUE POINT-SHERIFF STATION-TONTO NF-SALT RIVER RECREATION AREA,85264.0,Arizona,Maricopa,Blue Point (District)
04_13_9704,33.61092,-111.72533999999999,04,13,9704,505.0,RESIDENTIAL,SUBURBAN,,,-7,Maricopa County Air Quality ,FOUNTAIN HILLS,85268.0,Arizona,Maricopa,Fountain Hills
04_13_9706,33.71881,-111.67183,04,13,9706,478.0,RESIDENTIAL,SUBURBAN,13000.0,SSW,-7,Maricopa County Air Quality ,RIO VERDE,85263.0,Arizona,Maricopa,Rio Verde
04_13_9707,33.674492,-111.150401,04,13,9707,0.0,RESIDENTIAL,RURAL,10.0,,-7,Maricopa County Air Quality ,ROOSEVELT LAKE-SRP VACATION RESORT-LAKESIDE,,Arizona,Maricopa,Roosevelt
04_13_9805,33.870034999999994,-112.28766200000001,04,13,9805,1600.0,DESERT,RURAL,,,-7,Maricopa County Air Quality ,DESERT OUTDOR CENTER,,Arizona,Maricopa,Lake Pleasant
04_13_9812,33.4265,-112.11821,04,13,9812,317.0,COMMERCIAL,URBAN AND CENTER CITY,,,-7,Maricopa County Air Quality ,DURANGO COMPLEX,85009.0,Arizona,Maricopa,Phoenix
04_13_9990,33.391659999999995,-111.92638799999999,04,13,9990,361.0,COMMERCIAL,SUBURBAN,,,-7,Arizona Department Of Environmental Quality,TEMPE COMMUNITY CENTER,85282.0,Arizona,Maricopa,Tempe
04_13_9991,33.476608,-112.108597,04,13,9991,338.0,RESIDENTIAL,URBAN AND CENTER CITY,,,-7,Arizona Department Of Environmental Quality,MAGNET TRADITIONAL SCHOOL,,Arizona,Maricopa,Phoenix
04_13_9992,33.476110999999996,-112.199722,04,13,9992,330.0,RESIDENTIAL,SUBURBAN,,,-7,Arizona Department Of Environmental Quality,DESERT WEST,85035.0,Arizona,Maricopa,Phoenix
04_13_9993,33.348851,-112.831103,04,13,9993,265.0,INDUSTRIAL,RURAL,10.0,,-7,Arizona Department Of Environmental Quality,PALO VERDE,,Arizona,Maricopa,Palo Verde
04_13_9994,33.488889,-111.8625,04,13,9994,0.0,AGRICULTURAL,SUBURBAN,,,-7,Arizona Department Of Environmental Quality,SALT RIVER PIMA - MARICOPA ADMINISTRATION COMPLEX,,Arizona,Maricopa,Scottsdale
04_13_9995,33.466667,-111.9625,04,13,9995,0.0,RESIDENTIAL,SUBURBAN,,,-7,Arizona Department Of Environmental Quality,PAPAGO PARK,,Arizona,Maricopa,Phoenix
04_13_9996,33.481944,-112.115278,04,13,9996,0.0,INDUSTRIAL,URBAN AND CENTER CITY,,,-7,Arizona Department Of Environmental Quality,PIONEER FORD,,Arizona,Maricopa,Phoenix
04_13_9997,33.503833,-112.095767,04,13,9997,346.0,RESIDENTIAL,URBAN AND CENTER CITY,10754.0,SE,-7,Arizona Department Of Environmental Quality,JLG SUPERSITE,85015.0,Arizona,Maricopa,Phoenix
04_13_9998,33.455277,-111.99611100000001,04,13,9998,356.0,RESIDENTIAL,SUBURBAN,,,-7,Arizona Department Of Environmental Quality,VEHICLE EMISSIONS LABORATORY,85008.0,Arizona,Maricopa,Phoenix
04_15_1,35.187222,-114.064167,04,15,1,1013.0,COMMERCIAL,URBAN AND CENTER CITY,,,-7,Arizona Department Of Environmental Quality,,,Arizona,Mohave,Kingman
04_15_6,35.186111,-114.564444,04,15,6,206.0,INDUSTRIAL,RURAL,,,-7,Arizona Department Of Environmental Quality,US BR DAVIS DAM,,Arizona,Mohave,Davis Dam
04_15_7,35.211389000000004,-114.566667,04,15,7,192.0,UNKNOWN,RURAL,,,-7,Arizona Department Of Environmental Quality,LAKE MOHAVE RESORT,,Arizona,Mohave,Bullhead City
04_15_8,35.085,-114.559444,04,15,8,168.0,UNKNOWN,RURAL,,,-7,Arizona Department Of Environmental Quality,WARDS PLUMBING SERV,,Arizona,Mohave,Riviera
04_15_9,36.898056,-112.73388899999999,04,15,9,1487.0,UNKNOWN,RURAL,,,-7,Arizona Department Of Environmental Quality,,,Arizona,Mohave,Moccasin
04_15_13,34.48185,-114.33658999999999,04,15,13,148.0,COMMERCIAL,URBAN AND CENTER CITY,,,-7,Arizona Department Of Environmental Quality,,,Arizona,Mohave,Lake Havasu City
04_15_14,35.371111,-114.153056,04,15,14,1310.0,INDUSTRIAL,RURAL,,,-7,Arizona Department Of Environmental Quality,,,Arizona,Mohave,Chloride
04_15_15,34.86,-114.59833300000001,04,15,15,144.0,COMMERCIAL,RURAL,,,-7,Arizona Department Of Environmental Quality,,,Arizona,Mohave,Not in a city
04_15_1000,35.540017,-113.41078200000001,04,15,1000,50.0,RESIDENTIAL,RURAL,,,-7,"Hualapai Indian Tribe of Hualapai Indian Reservation, AZ",Peach Springs,86434.0,Arizona,Mohave,Peach Springs
04_15_1001,35.2,-114.566667,04,15,1001,213.0,UNKNOWN,UNKNOWN,,,-7,Arizona Department Of Environmental Quality,,,Arizona,Mohave,Davis Dam
04_15_1003,35.153888,-114.566111,04,15,1003,156.0,COMMERCIAL,URBAN AND CENTER CITY,,,-7,Arizona Department Of Environmental Quality,BULLHEAD CITY ADEQ,86429.0,Arizona,Mohave,Bullhead City
04_15_1004,35.103611,-114.602222,04,15,1004,183.0,COMMERCIAL,URBAN AND CENTER CITY,,,-7,Arizona Department Of Environmental Quality,BULLHEAD CITY - SCE,86442.0,Arizona,Mohave,Bullhead City
04_15_1011,35.588726,-113.489025,04,15,1011,1464.0,COMMERCIAL,RURAL,,,-7,"Hualapai Indian Tribe of Hualapai Indian Reservation, AZ",Grand Canyon West,86434.0,Arizona,Mohave,Not in a City
04_15_1111,34.55199,-113.37236200000001,04,15,1111,305.0,DESERT,RURAL,,,-7,US EPA - Region 9,Big Sandy,86406.0,Arizona,Mohave,Not in a City
04_15_9000,36.019302,-114.06920500000001,04,15,9000,902.0,FOREST,RURAL,,,-7,National Park Service,,86401.0,Arizona,Mohave,Not in a City
04_17_1,34.939721999999996,-110.12527800000001,04,17,1,1609.0,UNKNOWN,UNKNOWN,,,-7,Arizona Department Of Environmental Quality,,,Arizona,Navajo,Holbrook
04_17_2,34.959167,-110.331944,04,17,2,1531.0,INDUSTRIAL,SUBURBAN,,,-7,Arizona Department Of Environmental Quality,,,Arizona,Navajo,Joseph City
04_17_3,35.924167,-110.65527800000001,04,17,3,1920.0,UNKNOWN,RURAL,,,-7,Arizona Department Of Environmental Quality,,,Arizona,Navajo,Bacobi
04_17_6,34.924721999999996,-110.26416699999999,04,17,6,1539.0,UNKNOWN,UNKNOWN,,,-7,Arizona Department Of Environmental Quality,,,Arizona,Navajo,Holbrook
04_17_7,34.2525,-110.03638799999999,04,17,7,1924.0,COMMERCIAL,URBAN AND CENTER CITY,,,-7,Arizona Department Of Environmental Quality,SHOW LOW,85901.0,Arizona,Navajo,Show Low
04_17_119,34.82251,-109.89249,04,17,119,1712.0,DESERT,RURAL,,,-7,National Park Service,Petrified Forest NP - South Entrance,86025.0,Arizona,Navajo,Not in a City
04_17_1001,35.021111,-110.71611100000001,04,17,1001,1487.0,UNKNOWN,RURAL,,,-7,Arizona Department Of Environmental Quality,,,Arizona,Navajo,Winslow
04_17_1002,33.85815,-109.97028999999999,04,17,1002,1599.0,RESIDENTIAL,RURAL,,,-7,"White Mountain Apache Tribe of Ft Apache Reservation, AZ",Whiteriver - Fort Apache Reservation,85901.0,Arizona,Navajo,Whiteriver
04_19_1,32.382036,-112.857453,04,19,1,515.0,INDUSTRIAL,SUBURBAN,,,-7,Arizona Department Of Environmental Quality,AJO,85321.0,Arizona,Pima,Ajo
04_19_2,32.222058000000004,-110.974681,04,19,2,756.0,COMMERCIAL,URBAN AND CENTER CITY,,,-7,Pima County Department of Environmental Quality,DOWNTOWN,85701.0,Arizona,Pima,Tucson
04_19_5,31.95,-112.801,04,19,5,505.0,DESERT,RURAL,,,-7,Arizona Department Of Environmental Quality,ORGAN PIPE NM,14.0,Arizona,Pima,Organ Pipe Cactus National Monument
04_19_6,32.370665,-111.16819299999999,04,19,6,632.0,AGRICULTURAL,RURAL,,,-7,Arizona Department Of Environmental Quality,,85743.0,Arizona,Pima,Picture Rocks
04_19_7,31.87564,-110.993703,04,19,7,885.0,COMMERCIAL,SUBURBAN,,,-7,Pima County Department of Environmental Quality,,,Arizona,Pima,Green Valley
04_19_8,32.004707,-110.792593,04,19,8,937.0,,RURAL,,,-7,Pima County Department of Environmental Quality,CORONA DE TUCSON,85641.0,Arizona,Pima,Corona de Tucson
04_19_9,32.40122,-111.126525,04,19,9,636.0,AGRICULTURAL,RURAL,,,-7,Arizona Department Of Environmental Quality,,85742.0,Arizona,Pima,Marana
04_19_10,32.420664,-111.18263799999998,04,19,10,618.0,AGRICULTURAL,RURAL,,,-7,Arizona Department Of Environmental Quality,,85653.0,Arizona,Pima,Marana
04_19_11,32.322661,-111.038389,04,19,11,681.0,RESIDENTIAL,SUBURBAN,,,-7,Pima County Department of Environmental Quality,ORANGE GROVE,85741.0,Arizona,Pima,Tucson
04_19_12,32.090357,-110.961758,04,19,12,792.0,RESIDENTIAL,RURAL,,,-7,Pima County Department of Environmental Quality,,,Arizona,Pima,Tucson
04_19_13,32.175077,-110.742306,04,19,13,957.0,RESIDENTIAL,RURAL,,,-7,National Park Service,,,Arizona,Pima,Saguaro National Monument
04_19_14,32.233409,-110.753417,04,19,14,790.0,UNKNOWN,UNKNOWN,,,-7,Tonto Hills Observatory,,,Arizona,Pima,Tucson
04_19_15,31.866751,-111.10065,04,19,15,1115.0,INDUSTRIAL,RURAL,,,-7,Pima County Department of Environmental Quality,,,Arizona,Pima,Twin Buttes
04_19_16,31.880122999999998,-111.113744,04,19,16,1222.0,INDUSTRIAL,RURAL,,,-7,Pima County Department of Environmental Quality,,85736.0,Arizona,Pima,Not in a City
04_19_17,32.419167,-111.162222,04,19,17,624.0,COMMERCIAL,RURAL,,,-7,Arizona Department Of Environmental Quality,MILLERS MARKET,,Arizona,Pima,Rillito
04_19_18,32.38924,-111.05371299999999,04,19,18,732.0,RESIDENTIAL,RURAL,,,-7,Pima County Department of Environmental Quality,Arther Pack,,Arizona,Pima,Tucson
04_19_19,32.290075,-111.000651,04,19,19,689.0,RESIDENTIAL,SUBURBAN,,,-7,Pima County Department of Environmental Quality,Pomona,,Arizona,Pima,Tucson
04_19_20,32.414344,-111.154544,04,19,20,626.0,INDUSTRIAL,RURAL,,,-7,Arizona Department Of Environmental Quality,RILLITO,85653.0,Arizona,Pima,Rillito
04_19_21,32.174538,-110.73711599999999,04,19,21,938.0,DESERT,RURAL,,,-7,National Park Service,SAGUARO PARK,85748.0,Arizona,Pima,Not in a City
04_19_901,32.371210999999995,-112.86546100000001,04,19,901,0.0,,RURAL,,,-7,US EPA - Region 9,,85321.0,Arizona,Pima,Ajo
04_19_902,32.371767,-112.86573899999999,04,19,902,0.0,,RURAL,,,-7,US EPA - Region 9,,85321.0,Arizona,Pima,Ajo
04_19_903,32.372044,-112.866017,04,19,903,0.0,,,,,-7,US EPA - Region 9,,85321.0,Arizona,Pima,Ajo
04_19_904,32.372322,-112.866295,04,19,904,0.0,,,,,-7,US EPA - Region 9,,85321.0,Arizona,Pima,Ajo
04_19_1001,32.201978000000004,-110.967905,04,19,1001,738.0,RESIDENTIAL,URBAN AND CENTER CITY,,,-7,Pima County Department of Environmental Quality,SOUTH TUCSON,85713.0,Arizona,Pima,South Tucson
04_19_1005,32.179521,-111.00481599999999,04,19,1005,741.0,RESIDENTIAL,SUBURBAN,,,-7,Pima County Department of Environmental Quality,,,Arizona,Pima,Tucson
04_19_1006,32.363963,-110.970653,04,19,1006,783.0,RESIDENTIAL,RURAL,,,-7,Pima County Department of Environmental Quality,,,Arizona,Pima,Tucson
04_19_1007,32.218171000000005,-110.82151599999999,04,19,1007,792.0,RESIDENTIAL,SUBURBAN,,,-7,Pima County Department of Environmental Quality,,85710.0,Arizona,Pima,Tucson
04_19_1008,32.179244,-110.875644,04,19,1008,799.0,INDUSTRIAL,SUBURBAN,,,-7,Pima County Department of Environmental Quality,,,Arizona,Pima,Tucson
04_19_1009,32.272290000000005,-110.989079,04,19,1009,707.0,RESIDENTIAL,URBAN AND CENTER CITY,,,-7,Pima County Department of Environmental Quality,PRINCE ROAD,85705.0,Arizona,Pima,Tucson
04_19_1010,32.247298,-110.836753,04,19,1010,777.0,RESIDENTIAL,SUBURBAN,,,-7,Pima County Department of Environmental Quality,,,Arizona,Pima,Tucson
04_19_1011,32.204411,-110.87806699999999,04,19,1011,789.0,RESIDENTIAL,SUBURBAN,,,-7,Pima County Department of Environmental Quality,22ND & CRAYCROFT,85711.0,Arizona,Pima,Tucson
04_19_1012,32.265631,-110.970092,04,19,1012,738.0,COMMERCIAL,SUBURBAN,,,-7,Pima County Department of Environmental Quality,,,Arizona,Pima,Tucson
04_19_1013,32.192299,-110.791752,04,19,1013,848.0,RESIDENTIAL,SUBURBAN,,,-7,Pima County Department of Environmental Quality,,,Arizona,Pima,Tucson
04_19_1014,32.207390000000004,-110.910619,04,19,1014,768.0,RESIDENTIAL,URBAN AND CENTER CITY,,,-7,Pima County Department of Environmental Quality,22ND & ALVERNON,85716.0,Arizona,Pima,Tucson
04_19_1015,32.192299,-111.015649,04,19,1015,739.0,RESIDENTIAL,SUBURBAN,,,-7,Pima County Department of Environmental Quality,,,Arizona,Pima,Tucson
04_19_1017,32.223687,-110.892311,04,19,1017,0.0,INDUSTRIAL,URBAN AND CENTER CITY,,,-7,Pima County Department of Environmental Quality,,,Arizona,Pima,Tucson
04_19_1018,32.425261,-111.06352,04,19,1018,0.0,DESERT,RURAL,,,-7,Pima County Department of Environmental Quality,TANGERINE,85742.0,Arizona,Pima,Marana
04_19_1019,32.221743,-110.87481100000001,04,19,1019,777.0,COMMERCIAL,URBAN AND CENTER CITY,,,-7,Pima County Department of Environmental Quality,,,Arizona,Pima,Tucson
04_19_1020,32.047670000000004,-110.77435700000001,04,19,1020,937.0,DESERT,RURAL,,,-7,Pima County Department of Environmental Quality,FAIRGROUNDS,85747.0,Arizona,Pima,Tucson
04_19_1021,32.0475,-110.77388899999998,04,19,1021,732.0,RESIDENTIAL,URBAN AND CENTER CITY,,,-7,Pima County Department of Environmental Quality,CHERRY & GLENN,85747.0,Arizona,Pima,Tucson
04_19_1022,32.222297999999995,-110.978426,04,19,1022,760.0,COMMERCIAL,URBAN AND CENTER CITY,,,-7,Pima County Department of Environmental Quality,,,Arizona,Pima,Tucson
04_19_1023,32.222103000000004,-110.89384199999999,04,19,1023,778.0,COMMERCIAL,URBAN AND CENTER CITY,,,-7,Pima County Department of Environmental Quality,BROADWAY & SWAN,85711.0,Arizona,Pima,Tucson
04_19_1024,32.295909,-110.823422,04,19,1024,811.0,RESIDENTIAL,SUBURBAN,,,-7,Pima County Department of Environmental Quality,Sabino Canyon,,Arizona,Pima,Tucson
04_19_1025,32.217576,-110.88008799999999,04,19,1025,774.0,RESIDENTIAL,URBAN AND CENTER CITY,,,-7,Pima County Department of Environmental Quality,,,Arizona,Pima,Tucson
04_19_1026,32.125919,-110.982556,04,19,1026,0.0,RESIDENTIAL,SUBURBAN,,,-7,Pima County Department of Environmental Quality,SANTA CLARA,85706.0,Arizona,Pima,Tucson
04_19_1027,32.231743,-110.952036,04,19,1027,2450.0,RESIDENTIAL,URBAN AND CENTER CITY,,,-7,Pima County Department of Environmental Quality,CENTRAL SITE FOR URBAN HAZE MONITORING,,Arizona,Pima,Tucson
04_19_1028,32.29515,-110.9823,04,19,1028,703.0,RESIDENTIAL,URBAN AND CENTER CITY,,,-7,Pima County Department of Environmental Quality,CHILDREN'S PARK NCore,85704.0,Arizona,Pima,Tucson
04_19_1030,31.87952,-110.99643999999999,04,19,1030,0.0,COMMERCIAL,SUBURBAN,,,-7,Pima County Department of Environmental Quality,GREEN VALLEY  -REPLACES SITE 0007 245 W ESPERANZA,85614.0,Arizona,Pima,Green Valley
04_19_1031,32.1912,-110.84058200000001,04,19,1031,811.0,COMMERCIAL,URBAN AND CENTER CITY,,,-7,Pima County Department of Environmental Quality,GOLF LINKS,85730.0,Arizona,Pima,Tucson
04_19_1032,32.172995,-110.980134,04,19,1032,727.56,RESIDENTIAL,SUBURBAN,,,-7,Pima County Department of Environmental Quality,ROSE ELEMENTARY,85714.0,Arizona,Pima,Tucson
04_19_1034,32.38082,-111.12716,04,19,1034,679.09,RESIDENTIAL,SUBURBAN,,,-7,Pima County Department of Environmental Quality,COACHLINE,85743.0,Arizona,Pima,Marana
04_19_1113,32.251843,-110.96529299999999,04,19,1113,747.37,RESIDENTIAL,URBAN AND CENTER CITY,,,-7,Pima County Department of Environmental Quality,GERONIMO,85705.0,Arizona,Pima,Tucson
04_19_2001,32.231743,-110.952036,04,19,2001,744.0,RESIDENTIAL,URBAN AND CENTER CITY,,,-7,Pima County Department of Environmental Quality,,,Arizona,Pima,Tucson
04_19_8031,31.8273,-111.0113,04,19,8031,917.0,RESIDENTIAL,SUBURBAN,,,-7,Arizona Department Of Environmental Quality,Green Valley Fire Administration,85614.0,Arizona,Pima,Green Valley
04_19_9000,32.248712,-111.21849399999999,04,19,9000,714.0,DESERT,RURAL,,,-7,National Park Service,Saguaro National Park - West,85743.0,Arizona,Pima,Not in a City
04_21_1,32.877583,-111.752222,04,21,1,420.0,COMMERCIAL,URBAN AND CENTER CITY,,,-7,Pinal County APCD,CASA GRANDE DOWNTOWN,85222.0,Arizona,Pinal,Casa Grande
04_21_2,32.605,-110.655,04,21,2,1072.0,INDUSTRIAL,URBAN AND CENTER CITY,,,-7,Arizona Department Of Environmental Quality,,,Arizona,Pinal,San Manuel
04_21_3,32.625833,-110.6375,04,21,3,1072.0,INDUSTRIAL,RURAL,,,-7,Arizona Department Of Environmental Quality,,,Arizona,Pinal,San Manuel
04_21_901,32.606217,-110.632069,04,21,901,0.0,,,,,-7,US EPA - Region 9,,85631.0,Arizona,Pinal,San Manuel
04_21_902,32.606773,-110.632347,04,21,902,0.0,,,,,-7,US EPA - Region 9,,85631.0,Arizona,Pinal,San Manuel
