"region","time_stamp","val_O3_mean","val_NO2_mean","val_SO2_mean","val_PM10_mean","val_PM2.5_mean","val_O3_max","val_NO2_max","val_SO2_max","val_PM10_max","val_PM2.5_max","val_Corylus","val_Alnus","val_Salix","val_Betula","val_Fraxinus","val_Ulmus","val_Quercus","val_Platanus","val_Poaceae","val_Urtica","val_Artemisia","val_Ambrosia","val_Temperature.mean","val_Temperature.max","val_Humidity.mean","val_Humidity.max","val_Pressure.mean","val_Pressure.max","val_Daily.rain","extra_rings_O3_mean","extra_rings_NO2_mean","extra_rings_SO2_mean","extra_rings_PM10_mean","extra_rings_PM2.5_mean","extra_rings_O3_max","extra_rings_NO2_max","extra_rings_SO2_max","extra_rings_PM10_max","extra_rings_PM2.5_max","extra_rings_Corylus","extra_rings_Alnus","extra_rings_Salix","extra_rings_Betula","extra_rings_Fraxinus","extra_rings_Ulmus","extra_rings_Quercus","extra_rings_Platanus","extra_rings_Poaceae","extra_rings_Urtica","extra_rings_Artemisia","extra_rings_Ambrosia","extra_rings_Temperature.mean","extra_rings_Temperature.max","extra_rings_Humidity.mean","extra_rings_Humidity.max","extra_rings_Pressure.mean","extra_rings_Pressure.max","extra_rings_Daily.rain"
"AL","2018-12-14",12.1666666666667,55.8333333333333,8,32.1666666666667,24,93,202.833333333333,47,64,35.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0.203472222222223,1.3,86.9923611111111,91.5666666666667,1018.75,1019.9,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-12-15",25.8333333333333,32.4166666666667,6,20.5,17.5,131,185.25,108,29.6666666666667,27.8333333333333,0,0,0,0,0,0,0,0,0,0,0,0,2.184375,4.25,79.4333333333334,89.5,1008.17083333333,1018.1,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-04-15",43.375,34.8571428571429,5,29,22.5,159.625,214.071428571429,108,60.3333333333333,55.25,1,0.5,1.5,35.5,38,0,0,0.5,0,0,0,0,10.6458333333333,11.9,91.6986111111111,95.6666666666667,1005.5,1010,1.13333333333333,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1
"AL","2018-04-12",34.25,29.6428571428571,3,36.25,29.5,141.25,166.785714285714,86,55.75,47.5,0,0,0,5,0,0,0,8.5,0,0,0,0,6.6625,7.26666666666667,94.0736111111111,95.4333333333333,999.941666666667,1002,0.333333333333333,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1
"AL","2018-04-09",36.5,38.5714285714286,5,19.8333333333333,15.3333333333333,146.625,140,15,30.3333333333333,24.3333333333333,0,0,1,0.5,0,0,0,1.5,0,0,0,0,7.76875,8.2,98.0083333333334,99.3,1002.62083333333,1006,7.9,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1
"AL","2018-12-05",27.75,37.4285714285714,8,12.1666666666667,8.16666666666667,143.5,206.142857142857,43,22.5,15.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,8.23958333333333,9.23333333333333,98.1895833333333,100,1010.06666666667,1017.9,6.73333333333333,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-12-06",37.625,26.5714285714286,9,10.5,6.16666666666667,140.75,172.714285714286,36,16.5,10.8333333333333,0,0,0,0,0,0,0,0,0,0,0,0,11.0166666666666,11.65,92.690625,95.45,1009.44166666667,1011.1,3.73333333333333,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-12-03",41.75,27.2857142857143,6,14,8,151.375,211.428571428571,36,22.6666666666667,12.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,10.8791666666667,11.9666666666667,86.2034722222222,88,997.025,1007.5,1.76666666666667,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-11-30",37.625,34.3571428571429,10,15.1666666666667,7.66666666666667,145.375,190,49,21,13.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,7.27222222222222,8.2,88.9618055555556,92.6666666666667,1002.80833333333,1006.9,1.66666666666667,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-11-26",22.25,32.4285714285714,2,16,10.8333333333333,127.875,181.857142857143,75,24.1666666666667,18.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,5.29791666666667,6,89.725,93.6333333333333,1009.65,1013.1,0.033333333333333,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-11-27",15.25,39.0714285714286,7,19,14.8333333333333,97.375,199.285714285714,26,30.8333333333333,24,0,0,0,0,0,0,0,0,0,0,0,0,4.09305555555556,5.5,98.10625,100,1009.57083333333,1014,0.033333333333333,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-11-24",17.875,33.9285714285714,3,29.1666666666667,22.8333333333333,120.25,205.642857142857,108,38,31.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,7.52569444444444,7.9,89.3427083333333,93.55,1005.92083333333,1006.8,0.533333333333333,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-11-21",12.875,41.1428571428571,7,26.1666666666667,21.6666666666667,122.625,197.714285714286,15,43.8333333333333,35.5,0,0,0,0,0,0,0,0,0,0,0,0,2.35208333333333,3.83333333333333,91.7902777777778,96.2666666666667,1007.95416666667,1014.5,4.46666666666667,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-11-17",11.75,37.2142857142857,5,27.1666666666667,20.6666666666667,124.5,228.5,119,39.8333333333333,30.8333333333333,0,0,0,0,0,0,0,0,0,0,0,0,7.44027777777778,8.53333333333333,89.7534722222222,95.0666666666667,1022.77916666667,1023.7,0.4,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-11-18",27.375,27.5714285714286,1,20.8333333333333,14.1666666666667,145.375,201.5,64,28.5,20.5,0,0,0,0,0,0,0,0,0,0,0,0,6.675,8.03333333333333,84.6763888888889,90.8666666666667,1023.07083333333,1024.5,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-03-19",70.5,20.2142857142857,1,20.1666666666667,10.1666666666667,178,193.928571428571,53,33,15.6666666666667,0,20.5,0,0,0,0,0,0,0,0,0,0,-0.06388888888889,0.9,74.0513888888889,79.4666666666667,1011.575,1018.6,0.3,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1
"AL","2018-03-16",44.5,44,9,20,12,167.375,134.785714285714,46,39.5,25.1666666666667,1.5,63.5,0,0,0,1,0,0,0,0,0,0,8.95833333333333,10.2333333333333,83.6361111111111,89.2666666666667,994.254166666667,1000,1.16666666666667,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1
"AL","2018-03-13",39.125,44.4285714285714,6,15.8333333333333,11.1666666666667,153.75,162,43,26.5,19.5,44.5,71,0,0,0,0.5,0,0,0,0,0,0,6.725,8.03333333333333,87.5652777777778,91.9333333333333,1002.70416666667,1006.6,5.2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1
"AL","2018-11-08",35.875,38.2857142857143,7,15.8333333333333,7.5,142.125,207.5,26,22.8333333333333,12.5,0,0,0,0,0,0,0,0,0,0,0,0,9.28125,10.8666666666667,85.8694444444444,91.2,1009.575,1011.4,3.53333333333333,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-11-09",33,38.8333333333333,6,15.6666666666667,8.66666666666667,143.5,222.666666666667,36,23,14,0,0,0,0,0,0,0,0,0,0,0,0,9.15555555555557,10.4333333333333,92.5541666666667,97.2666666666667,999.9875,1007.8,0.1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-11-06",21.5,36.7857142857143,8,28.1666666666667,21.3333333333333,127.75,170.857142857143,15,55.5,47.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,11.1965277777778,12.5666666666667,94.7708333333333,100,995.445833333333,997.6,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-11-03",32.375,40.7857142857143,6,20.8333333333333,14,137.375,187.285714285714,119,39.1666666666667,32,0,0,0,0,0,0,0,0,0,0,0,0,7.75347222222222,9.66666666666667,83.3458333333334,90.8,1018.67916666667,1024,0.133333333333333,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-10-30",28.75,28,6,13.5,8.16666666666667,140,210.928571428571,43,21.6666666666667,14.5,0,0,0,0,0,0,0,0,0,0,0,0,5.26527777777778,6.16666666666667,86.6177083333334,92.75,993.2625,1000.1,0.133333333333333,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-10-31",20.25,46.5,9,21.6666666666667,14.6666666666667,121.375,155.071428571429,43,52.3333333333333,38,0,0,0,0,0,0,0,0,0,0,0,0,3.34964539007092,5.93333333333333,85.1751773049645,92.4666666666667,1002.7125,1004.1,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-08-08",40.375,22.7142857142857,6,14.5,7.5,142.75,156.928571428571,130,21,12,0,0,0,0,2,0,0,0,10,1,2,0,18.75625,20.4333333333333,57.1659722222222,65.4,1007.02083333333,1009.9,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-08-05",53.1666666666667,28.8571428571429,3,15.5,7.5,86.5,190.428571428571,64,24,11,0,0,0,0,0,0,0,0,1,0,0,0,22.2784722222222,24.7666666666667,60.0694444444444,71.2666666666667,1018.69166666667,1021.2,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-08-01",41.25,30.9285714285714,6,15.75,7.5,114.875,199.357142857143,119,26.25,13.25,0,0,0,0,0,0,0,0,9,1,0,0,19.4972222222222,21.7666666666667,60.3375,71.7666666666667,1017.09166666667,1018.1,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-08-02",29.8333333333333,33.0714285714286,6,15.25,8,143.666666666667,187.857142857143,130,22.5,11.5,1,0,0,0,0,0,0,1,15,6,0,0,22.246875,26.25,59.2083333333333,71.95,1018.95833333333,1020.1,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2017-09-11",36.25,23.4166666666667,7,10.5,6.5,140,184.25,26,18.25,10.25,0,0,0,0,0,0,0,0,0,0,0,0,13.9645833333333,16.4,80.0416666666667,86.75,990.2,997.2,1.6,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2017-09-12",33.25,26.1666666666667,9,9.25,6,138.5,200.166666666667,36,14.75,8.75,0,0,0,0,0,0,0,0,0,0,0,0,13.6291666666667,15.8,76.61875,86,999.908333333333,1003.5,4.2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2017-01-08",18.125,51.6666666666667,9,22,17.3333333333333,131.125,169.833333333333,26,29,23.8333333333333,0,0,0,0,0,0,0,0,0,0,0,0,7.70277777777778,8.2,97.3708333333333,98.1,1027.8875,1029.4,0.933333333333333,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2017-03-31",51.125,49.25,8,17.5,10.625,164.625,176.666666666667,26,28,16.625,10,1,30,109,63,2,2,80,0,0,0,0,12.7125,14.0666666666667,73.3069444444444,79.4,1005.9375,1007.9,0.033333333333333,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-07-23",32.5,36.3571428571429,7,19,6,144.666666666667,189.071428571429,4,27.5,9,0,0,3,0,3,0,0,2,11,0,1,0,25.8986111111111,28.0666666666667,54.875,63.3666666666667,1011.925,1013,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-10-13",44.125,23.5714285714286,2.33333333333333,14.5,8.33333333333333,151.125,142.285714285714,43.6666666666667,20.1666666666667,12.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,18.5819444444444,19.7666666666667,72.240625,77.25,1005.42083333333,1007.9,0.933333333333333,1,1,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-10-10",26.375,51.5,3.33333333333333,40.5,30.5,138.375,144,78.6666666666667,65.3333333333333,54.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,15.2645833333334,20.15,83.9354166666666,94.05,1008.225,1013.9,0,1,1,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-10-07",37.75,29.5714285714286,1.66666666666667,11,6.16666666666667,145.125,211.285714285714,60.3333333333333,19.3333333333333,13.5,0,0,0,0,0,0,0,0,0,0,0,0,8.31805555555556,9.93333333333333,82.9826388888889,88.3,1018.47083333333,1020.1,7.66666666666667,1,1,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-10-03",24.875,35.8571428571429,1.33333333333333,14.6666666666667,8,131.25,199.428571428571,47.3333333333333,30.3333333333333,19.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,14.075,15.4333333333333,81.9760416666666,93.15,1022.77916666667,1024.5,0.033333333333333,1,1,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-10-04",18.25,33.1428571428571,1.66666666666667,18,11.5,135.625,210.428571428571,43.6666666666667,23.8333333333333,16.25,0,0,0,0,0,0,0,0,0,0,0,0,11.9659722222222,13.5333333333333,93.728125,100,1020.47083333333,1023.1,0,1,1,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-10-01",40,28.0714285714286,1.66666666666667,12.3333333333333,6,145.75,212.714285714286,43.6666666666667,22.5,11.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,9.97777777777777,11.1333333333333,76.7409722222222,84.2,1021.47083333333,1023.9,0,1,1,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-09-28",39.25,26.6428571428571,1,13.3333333333333,5.25,143.75,169.5,40,22.1666666666667,9,0,0,0,0,0,0,0,0,0,0,0,0,12.5618055555556,13.8,75.6180555555556,83.3666666666667,1026.07916666667,1029.1,0,1,1,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-09-24",38.8333333333333,39.4285714285714,1.66666666666667,13.6666666666667,7,153.666666666667,173.285714285714,100.666666666667,24.6666666666667,14.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,9.38611111111111,11.5333333333333,78.2819444444444,87.7333333333333,1032.9875,1035.2,2.93333333333333,1,1,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-09-25",28.125,48.9285714285714,2.33333333333333,18.3333333333333,11.8333333333333,160.5,161.857142857143,62.3333333333333,36.1666666666667,23.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,11.3319444444444,14.0666666666667,72.4472222222222,82.2,1033.60833333333,1035.4,0,1,1,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-01-24",53.125,31.3571428571429,9,11,7,166.875,176.214285714286,47,22,13.5,0,0,0,0,0,0,0,0,0,0,0,0,11.0347222222222,12.2,90,92.4,1003.14583333333,1010.2,1.13333333333333,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-01-21",26,43,7,16.3333333333333,13.1666666666667,137.375,216.571428571429,26,27.5,22.8333333333333,0,0,0,0,0,0,0,0,0,0,0,0,1.025,3.43333333333333,98.3902777777778,99.3,1007.44583333333,1012,4.2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-01-18",54.125,25,7,9.66666666666667,3.33333333333333,169.75,199.357142857143,26,31.3333333333333,10.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,5.68055555555556,7,71.8361111111111,79.5333333333333,995.983333333333,1002.4,1.96666666666667,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-09-15",33.375,29.7142857142857,6,14,7.83333333333333,137.25,186.142857142857,130,20.5,11.5,0,0,0,0,0,0,0,0,0,0,0,0,15.4104166666667,17.3,82.3055555555556,91.0333333333333,1019.26666666667,1020.7,0.2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-09-16",41.25,24.7857142857143,4,12.5,7,153,161.5,108,17.75,10,0,0,0,0,0,0,0,0,0,0,0,0,17.196875,19.95,76.2083333333333,87.3,1014.7,1018.2,0.05,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-09-13",26.5,37.5,7,16.5,9.66666666666667,141.875,178.071428571429,26,30.1666666666667,17.8333333333333,0,0,0,0,0,0,0,0,0,0,0,0,12.8708333333333,16.5,74.7291666666667,89.6,1019.03333333333,1020.2,0.1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-09-10",39,24.9285714285714,6,15.5,7.16666666666667,144.25,169.714285714286,15,38.3333333333333,11.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,16.4305555555556,18.0666666666667,71.3868055555556,79.8333333333333,1017.02916666667,1018.4,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-09-06",30.3333333333333,34.0833333333333,4,17,10.3333333333333,154,217.833333333333,26,35.8333333333333,19.5,0,0,0,0,0,0,0,0,13,0,0,0,15.7430555555556,17.6666666666667,79.6645833333333,86.9666666666667,1012.49583333333,1015.4,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-09-07",36.25,26.0714285714286,5,11.8333333333333,6,148,200.214285714286,119,20.1666666666667,9,0,0,0,0,0,0,0,0,16,0,0,0,12.8993055555556,14.8,79.5395833333333,88.0666666666667,1012.275,1014.5,0.733333333333333,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-09-04",47.75,23.5,1,19.75,12.3333333333333,159,224.142857142857,64,31.5,20,0,0,0,0,0,0,0,0,0,2,0,0,15.4743055555556,16.8333333333333,81.1927083333333,91,1017.15416666667,1018.2,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-09-01",35.6666666666667,43.1428571428571,5,24.5,14.5,148,200.285714285714,108,40,24,0,0,0,0,0,0,0,0,1,11,0,1,17.75,20.2,79.5277777777778,90.5,1021.42083333333,1022.5,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-08-28",26.5,36,6,17,15,131.75,182.857142857143,130,32,27,0,0,0,0,0,0,0,0,9,7,0,0,16.2375,17.5333333333333,65.4364583333333,73.35,1013.22916666667,1014.9,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-08-29",31,32.1428571428571,3,17.5,10.5,138.666666666667,179.071428571429,86,24,16,0,0,0,0,0,0,0,0,2,18,0,0,14.3770833333333,15.6,89.5493055555556,95.7666666666667,1012.1,1018,3.7,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2017-12-28",28.625,39.7857142857143,9,12.6666666666667,8.33333333333333,122.125,197.214285714286,47,26.6666666666667,20.8333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0.502083333333335,2.75,86.29375,91.45,999.25,1003.1,3.7,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2017-12-25",54.875,13.5,3,11.3333333333333,6.66666666666667,160.375,115.071428571429,86,24,15.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,9.05625,9.45,90.88125,95.2,1003.38333333333,1013.9,0.25,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2017-12-22",24.25,41.5,6,16.6666666666667,11.3333333333333,102,165.857142857143,15,25.6666666666667,17.8333333333333,0,0,0,0,0,0,0,0,0,0,0,0,9.57083333333335,10.4,95.6583333333334,98.65,1031.65833333333,1033.3,0.05,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-08-19",26.625,13.4285714285714,3,11.25,8.5,124.75,113.428571428571,86,19.5,13.5,0,0,0,0,0,0,0,0,2,0,0,0,18.6729166666667,20.5666666666667,82.1201388888889,86.6666666666667,1014.70833333333,1016.8,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-08-20",25,22.2857142857143,5,12,8,115.625,177.857142857143,119,28.5,12,0,0,0,0,2,0,0,0,19,1,0,0,20.7930555555556,22.0333333333333,74.2125,79.1666666666667,1016.03333333333,1016.9,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-08-17",28,23.2857142857143,7,13.75,9,130.75,165.571428571429,15,19.5,12,0,0,0,0,0,0,0,0,0,0,0,0,16.6569444444444,18.5333333333333,71.375,81.5333333333333,1015.625,1017.5,6.43333333333333,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-08-14",35.5,20.6428571428571,4,14.5,8.5,144.5,183.071428571429,108,32.5,14.5,1,0,0,0,0,0,0,1,0,1,0,0,18.3798611111111,20.4333333333333,74.14375,82.8333333333333,1012.1375,1014.4,0.233333333333333,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-08-10",29.125,28.4285714285714,6,13,7,139.625,200.142857142857,130,23.5,12,0,0,0,0,2,0,0,0,4,0,0,2,14.9739583333333,17.95,76.2291666666667,86.9,1014.02083333333,1017.8,11.7,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-08-11",30.375,27.2142857142857,4,11.75,8,144.5,214.857142857143,97,20.5,12,0,0,0,1,2,0,0,0,7,3,0,1,15.8798611111111,18.2,67.5840277777778,75.1666666666667,1017.52083333333,1019.7,8.33333333333333,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-05-19",56.125,37.9285714285714,3,25.5,14,113.25,134.5,86,46.5,26,1,0,1,0,0,0,0,6,0,0,0,0,15.0902777777778,17.5666666666667,60.2055555555556,70.7666666666667,1019.7,1020.8,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-05-16",60.5,19.8571428571429,1,18.25,9,175,147.071428571429,53,29.5,13.3333333333333,1,0,4,12,1,0,1,7,4,4,0,0,11.6958333333334,12.8,70.7979166666667,75.95,1021.0625,1024.6,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-05-12",40.875,39.7142857142857,6,16.5,13.1666666666667,148.125,208.642857142857,4,26.25,18.6666666666667,0,0,0,0,1,0,0,0,1,0,0,0,12.4444444444444,13.4666666666667,83.5666666666667,86.6,1008.59583333333,1009.3,0.1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-05-13",47.75,31.7142857142857,4,18.25,12.6666666666667,173.875,196.142857142857,97,27.5,19.8333333333333,0,0,0,2,1,0,0,3,1,1,0,0,11.9805555555556,13.6333333333333,59.8652777777778,68.6,1011.02916666667,1014.3,9.4,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2017-06-22",54.125,32.3333333333333,8,26.75,17.5,93,205.416666666667,15,40.75,29,0,0,0,0,0,0,0,0,24,22,0,0,19.1430555555556,19.8,75.0097222222222,80.9666666666667,1008.06666666667,1010.7,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2017-06-23",42.625,25.0833333333333,8,16,8,145.875,167.25,36,30.5,11.75,0,0,0,0,0,0,0,0,46,25,0,0,18.3694444444444,19.9,63.9513888888889,70.8666666666667,1011.96666666667,1012.6,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-02-22",38.75,42.6428571428571,4,31.1666666666667,24,149.625,143.571428571429,4,54,39.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,1.89166666666667,3.03333333333333,75.3291666666667,81.6,1020.075,1021.3,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2017-01-09",31.625,40.8333333333333,11,15,10,113.125,191.25,47,24.6666666666667,20.8333333333333,0,0,0,0,0,0,0,0,0,0,0,0,7.74305555555556,8.36666666666667,92.625,95.2333333333333,1015.02083333333,1025.2,0.966666666666667,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
"AL","2018-05-03",46.75,41.1428571428571,9,18.25,11,160.875,126.642857142857,36,28.25,15.5,3,0,9,1,0,0,1,0,35,0,0,0,10.2479166666667,13.6,71.1041666666667,85.5,1014.82083333333,1017.5,3.9,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1
